pkey,profile,genome_id,name,product,start,stop,strand,scaffold,sequence_id,type,transl_table,core_table_fkey,Dup,HGT,Res,bgc_id,gene,description,function,bgctable_fkey,BGC,duptable_fkey,evalue,bitscore,gid,seqtitle,hits
GCF_014697215.1__TIGR00876__1__2094,TIGR00876,NRRL30141,tal_1,Transaldolase,2242397,2243528,-1.0,scaffold_1,2094,CDS,11.0,GCF_014697215.1__arts_core__TIGR00876,✔,✖,✖,,,,Energy metabolism,,✖,GCF_014697215.1__arts_dup__TIGR00876,,,,,1
GCF_014697215.1__TIGR00876__1__3270,TIGR00876,NRRL30141,tal_2,Transaldolase,3482379,3483465,-1.0,scaffold_1,3270,CDS,11.0,GCF_014697215.1__arts_core__TIGR00876,✔,✖,✖,NZ_CP031142.1.region025,TIGR00876,tal_mycobact: transaldolase,Energy metabolism,NZ_CP031142.1.region025__arts_bgc,✔,GCF_014697215.1__arts_dup__TIGR00876,,,,,2
GCF_014697215.1__TIGR00876__1__8407,TIGR00876,NRRL30141,tal_4,Transaldolase,8723285,8724392,-1.0,scaffold_1,8407,CDS,11.0,GCF_014697215.1__arts_core__TIGR00876,✔,✖,✖,,,,Energy metabolism,,✖,GCF_014697215.1__arts_dup__TIGR00876,,,,,1
GCF_014697215.1__TIGR00876__1__8913,TIGR00876,NRRL30141,tal_5,Transaldolase,9234639,9235743,-1.0,scaffold_1,8913,CDS,11.0,GCF_014697215.1__arts_core__TIGR00876,✔,✖,✖,,,,Energy metabolism,,✖,GCF_014697215.1__arts_dup__TIGR00876,,,,,1
GCF_014697215.1__TIGR00877__1__6440,TIGR00877,GCF_014697215.1,purD_2,Phosphoribosylamine--glycine ligase,6762470,6763730,1.0,scaffold_1,6440,CDS,11.0,GCF_014697215.1__arts_core__TIGR00877,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00878__1__6505,TIGR00878,GCF_014697215.1,purM,Phosphoribosylformylglycinamidine cyclo-ligase,6825022,6826135,1.0,scaffold_1,6505,CDS,11.0,GCF_014697215.1__arts_core__TIGR00878,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00922__1__6756,TIGR00922,GCF_014697215.1,nusG,Transcription termination/antitermination protein NusG,7061005,7061842,1.0,scaffold_1,6756,CDS,11.0,GCF_014697215.1__arts_core__TIGR00922,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00936__1__1325,TIGR00936,GCF_014697215.1,ahcY_1,Adenosylhomocysteinase,1506067,1507528,1.0,scaffold_1,1325,CDS,11.0,GCF_014697215.1__arts_core__TIGR00936,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR00936,,,,,1
GCF_014697215.1__TIGR00936__1__2920,TIGR00936,GCF_014697215.1,ahcY_2,Adenosylhomocysteinase,3087361,3088822,-1.0,scaffold_1,2920,CDS,11.0,GCF_014697215.1__arts_core__TIGR00936,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR00936,,,,,1
GCF_014697215.1__TIGR00945__1__8487,TIGR00945,GCF_014697215.1,tatC,Sec-independent protein translocase protein TatC,8809378,8810335,1.0,scaffold_1,8487,CDS,11.0,GCF_014697215.1__arts_core__TIGR00945,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00952__1__7876,TIGR00952,GCF_014697215.1,rpsO,30S ribosomal protein S15,8145727,8145997,1.0,scaffold_1,7876,CDS,11.0,GCF_014697215.1__arts_core__TIGR00952,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00959__1__7678,TIGR00959,GCF_014697215.1,ffh,Signal recognition particle protein,7969279,7970824,1.0,scaffold_1,7678,CDS,11.0,GCF_014697215.1__arts_core__TIGR00959,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00962__1__7449,TIGR00962,GCF_014697215.1,atpA,ATP synthase subunit alpha,7738972,7740619,1.0,scaffold_1,7449,CDS,11.0,GCF_014697215.1__arts_core__TIGR00962,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00963__1__7249,TIGR00963,GCF_014697215.1,secA1,Protein translocase subunit SecA 1,7539712,7542598,1.0,scaffold_1,7249,CDS,11.0,GCF_014697215.1__arts_core__TIGR00963,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00964__1__6755,TIGR00964,GCF_014697215.1,secE,Protein translocase subunit SecE,7060512,7060923,1.0,scaffold_1,6755,CDS,11.0,GCF_014697215.1__arts_core__TIGR00964,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR00967__1__6821,TIGR00967,GCF_014697215.1,secY,Protein translocase subunit SecY,7131696,7133010,1.0,scaffold_1,6821,CDS,11.0,GCF_014697215.1__arts_core__TIGR00967,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR00981__1__6796,TIGR00981,GCF_014697215.1,-,hypothetical protein,7116170,7116692,1.0,scaffold_1,6796,CDS,11.0,GCF_014697215.1__arts_core__TIGR00981,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01009__1__6807,TIGR01009,GCF_014697215.1,-,hypothetical protein,7124950,7125817,1.0,scaffold_1,6807,CDS,11.0,GCF_014697215.1__arts_core__TIGR01009,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01011__1__7773,TIGR01011,GCF_014697215.1,rpsB,30S ribosomal protein S2,8037970,8038906,1.0,scaffold_1,7773,CDS,11.0,GCF_014697215.1__arts_core__TIGR01011,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01017__1__6830,TIGR01017,GCF_014697215.1,rpsD,30S ribosomal protein S4,7137939,7138545,1.0,scaffold_1,6830,CDS,11.0,GCF_014697215.1__arts_core__TIGR01017,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01021__1__6818,TIGR01021,GCF_014697215.1,rpsE,30S ribosomal protein S5,7130008,7130620,1.0,scaffold_1,6818,CDS,11.0,GCF_014697215.1__arts_core__TIGR01021,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01022__1__6827,TIGR01022,GCF_014697215.1,rpmJ,50S ribosomal protein L36,7136839,7136953,1.0,scaffold_1,6827,CDS,11.0,GCF_014697215.1__arts_core__TIGR01022,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01023__1__5449,TIGR01023,GCF_014697215.1,rpmG2,50S ribosomal protein L33 2,5758734,5758902,1.0,scaffold_1,5449,CDS,11.0,GCF_014697215.1__arts_core__TIGR01023,✔,✔,✖,,,,Protein synthesis,,✖,GCF_014697215.1__arts_dup__TIGR01023,,,,,2
GCF_014697215.1__TIGR01023__1__6750,TIGR01023,NRRL30141,rpmG1,50S ribosomal protein L33 1,7057326,7057491,1.0,scaffold_1,6750,CDS,11.0,GCF_014697215.1__arts_core__TIGR01023,✔,✔,✖,,,,Protein synthesis,,✖,GCF_014697215.1__arts_dup__TIGR01023,,,,,2
GCF_014697215.1__TIGR01024__1__7686,TIGR01024,GCF_014697215.1,rplS,50S ribosomal protein L19,7976558,7976918,1.0,scaffold_1,7686,CDS,11.0,GCF_014697215.1__arts_core__TIGR01024,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01029__1__6797,TIGR01029,GCF_014697215.1,rpsG,30S ribosomal protein S7,7116691,7117162,1.0,scaffold_1,6797,CDS,11.0,GCF_014697215.1__arts_core__TIGR01029,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01030__1__6167,TIGR01030,GCF_014697215.1,rpmH,50S ribosomal protein L34,6499863,6500007,1.0,scaffold_1,6167,CDS,11.0,GCF_014697215.1__arts_core__TIGR01030,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01031__1__5445,TIGR01031,GCF_014697215.1,rpmF_1,50S ribosomal protein L32,5756549,5756702,-1.0,scaffold_1,5445,CDS,11.0,GCF_014697215.1__arts_core__TIGR01031,✔,✔,✖,,,,Protein synthesis,,✖,GCF_014697215.1__arts_dup__TIGR01031,,,,,2
GCF_014697215.1__TIGR01031__1__7641,TIGR01031,NRRL30141,rpmF_2,50S ribosomal protein L32,7924475,7924658,1.0,scaffold_1,7641,CDS,11.0,GCF_014697215.1__arts_core__TIGR01031,✔,✔,✖,,,,Protein synthesis,,✖,GCF_014697215.1__arts_dup__TIGR01031,,,,,2
GCF_014697215.1__TIGR01032__1__8566,TIGR01032,GCF_014697215.1,rplT,50S ribosomal protein L20,8892650,8893019,1.0,scaffold_1,8566,CDS,11.0,GCF_014697215.1__arts_core__TIGR01032,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01034__1__2923,TIGR01034,GCF_014697215.1,metK_1,S-adenosylmethionine synthase,3093557,3094760,-1.0,scaffold_1,2923,CDS,11.0,GCF_014697215.1__arts_core__TIGR01034,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR01034,,,,,1
GCF_014697215.1__TIGR01034__1__8343,TIGR01034,GCF_014697215.1,metK_2,S-adenosylmethionine synthase,8643985,8645203,1.0,scaffold_1,8343,CDS,11.0,GCF_014697215.1__arts_core__TIGR01034,✔,✖,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR01034,,,,,1
GCF_014697215.1__TIGR01035__1__6670,TIGR01035,GCF_014697215.1,hemA,Glutamyl-tRNA reductase,6977364,6978750,1.0,scaffold_1,6670,CDS,11.0,GCF_014697215.1__arts_core__TIGR01035,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01039__1__7451,TIGR01039,GCF_014697215.1,atpD,ATP synthase subunit beta,7741558,7742989,1.0,scaffold_1,7451,CDS,11.0,GCF_014697215.1__arts_core__TIGR01039,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01044__1__6806,TIGR01044,GCF_014697215.1,rplV,50S ribosomal protein L22,7124531,7124951,1.0,scaffold_1,6806,CDS,11.0,GCF_014697215.1__arts_core__TIGR01044,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01049__1__6800,TIGR01049,GCF_014697215.1,rpsJ,30S ribosomal protein S10,7121295,7121658,1.0,scaffold_1,6800,CDS,11.0,GCF_014697215.1__arts_core__TIGR01049,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01050__1__6805,TIGR01050,GCF_014697215.1,rpsS,30S ribosomal protein S19,7124207,7124489,1.0,scaffold_1,6805,CDS,11.0,GCF_014697215.1__arts_core__TIGR01050,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01051__1__5812,TIGR01051,GCF_014697215.1,topA,DNA topoisomerase 1,6129675,6132501,-1.0,scaffold_1,5812,CDS,11.0,GCF_014697215.1__arts_core__TIGR01051,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01059__1__6160,TIGR01059,GCF_014697215.1,gyrB,DNA gyrase subunit B,6489190,6491164,-1.0,scaffold_1,6160,CDS,11.0,GCF_014697215.1__arts_core__TIGR01059,✖,✔,✔,,,,DNA metabolism,,✖,,,,,,2
GCF_014697215.1__TIGR01060__1__5379,TIGR01060,GCF_014697215.1,eno,Enolase,5682944,5684231,-1.0,scaffold_1,5379,CDS,11.0,GCF_014697215.1__arts_core__TIGR01060,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01063__1__6159,TIGR01063,GCF_014697215.1,gyrA,DNA gyrase subunit A,6486645,6489141,-1.0,scaffold_1,6159,CDS,11.0,GCF_014697215.1__arts_core__TIGR01063,✖,✖,✔,,,,DNA metabolism,,✖,,,,,,1
GCF_014697215.1__TIGR01064__1__8045,TIGR01064,GCF_014697215.1,pyk,Pyruvate kinase,8326968,8328360,1.0,scaffold_1,8045,CDS,11.0,GCF_014697215.1__arts_core__TIGR01064,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01066__1__6851,TIGR01066,GCF_014697215.1,rplM,50S ribosomal protein L13,7162694,7163141,1.0,scaffold_1,6851,CDS,11.0,GCF_014697215.1__arts_core__TIGR01066,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01067__1__6811,TIGR01067,GCF_014697215.1,rplN,50S ribosomal protein L14,7126933,7127302,1.0,scaffold_1,6811,CDS,11.0,GCF_014697215.1__arts_core__TIGR01067,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01071__1__6820,TIGR01071,GCF_014697215.1,rplO,50S ribosomal protein L15,7130809,7131259,1.0,scaffold_1,6820,CDS,11.0,GCF_014697215.1__arts_core__TIGR01071,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01072__1__7455,TIGR01072,GCF_014697215.1,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,7744700,7746062,1.0,scaffold_1,7455,CDS,11.0,GCF_014697215.1__arts_core__TIGR01072,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01079__1__6812,TIGR01079,GCF_014697215.1,rplX,50S ribosomal protein L24,7127301,7127616,1.0,scaffold_1,6812,CDS,11.0,GCF_014697215.1__arts_core__TIGR01079,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01082__1__7943,TIGR01082,GCF_014697215.1,murC,UDP-N-acetylmuramate--L-alanine ligase,8211886,8213326,1.0,scaffold_1,7943,CDS,11.0,GCF_014697215.1__arts_core__TIGR01082,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01083__1__5844,TIGR01083,GCF_014697215.1,nth,Endonuclease III,6167516,6168344,-1.0,scaffold_1,5844,CDS,11.0,GCF_014697215.1__arts_core__TIGR01083,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01087__1__7940,TIGR01087,GCF_014697215.1,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,8207883,8209317,1.0,scaffold_1,7940,CDS,11.0,GCF_014697215.1__arts_core__TIGR01087,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01091__1__7104,TIGR01091,GCF_014697215.1,upp,Uracil phosphoribosyltransferase,7397695,7398319,1.0,scaffold_1,7104,CDS,11.0,GCF_014697215.1__arts_core__TIGR01091,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01125__1__7911,TIGR01125,GCF_014697215.1,rimO,Ribosomal protein S12 methylthiotransferase RimO,8179883,8181287,1.0,scaffold_1,7911,CDS,11.0,GCF_014697215.1__arts_core__TIGR01125,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01131__1__7445,TIGR01131,GCF_014697215.1,atpB,ATP synthase subunit a,7736334,7737114,1.0,scaffold_1,7445,CDS,11.0,GCF_014697215.1__arts_core__TIGR01131,✖,✔,✖,,,,Energy metabolism,,✖,,,,,,1
GCF_014697215.1__TIGR01134__1__6504,TIGR01134,GCF_014697215.1,purF,Amidophosphoribosyltransferase,6823322,6824915,1.0,scaffold_1,6504,CDS,11.0,GCF_014697215.1__arts_core__TIGR01134,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01135__1__6862,TIGR01135,GCF_014697215.1,glmS_2,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],7171633,7173496,1.0,scaffold_1,6862,CDS,11.0,GCF_014697215.1__arts_core__TIGR01135,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01144__1__7447,TIGR01144,GCF_014697215.1,atpF,ATP synthase subunit b,7737462,7738047,1.0,scaffold_1,7447,CDS,11.0,GCF_014697215.1__arts_core__TIGR01144,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01145__1__7448,TIGR01145,GCF_014697215.1,atpH_2,ATP synthase subunit delta,7738080,7738899,1.0,scaffold_1,7448,CDS,11.0,GCF_014697215.1__arts_core__TIGR01145,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01146__1__7450,TIGR01146,GCF_014697215.1,atpG,ATP synthase gamma chain,7740630,7741557,1.0,scaffold_1,7450,CDS,11.0,GCF_014697215.1__arts_core__TIGR01146,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01161__1__7205,TIGR01161,GCF_014697215.1,purK,N5-carboxyaminoimidazole ribonucleotide synthase,7488457,7489609,1.0,scaffold_1,7205,CDS,11.0,GCF_014697215.1__arts_core__TIGR01161,✖,✔,✖,,,,"Purines, pyrimidines, nucleosides, and nucleotides",,✖,,,,,,1
GCF_014697215.1__TIGR01162__1__7206,TIGR01162,GCF_014697215.1,purE,N5-carboxyaminoimidazole ribonucleotide mutase,7489643,7490165,1.0,scaffold_1,7206,CDS,11.0,GCF_014697215.1__arts_core__TIGR01162,✖,✔,✖,,,,"Purines, pyrimidines, nucleosides, and nucleotides",,✖,,,,,,1
GCF_014697215.1__TIGR01163__1__8374,TIGR01163,NRRL30141,rpe_2,Ribulose-phosphate 3-epimerase,8688937,8689618,1.0,scaffold_1,8374,CDS,11.0,GCF_014697215.1__arts_core__TIGR01163,✔,✔,✖,,,,Energy metabolism,,✖,GCF_014697215.1__arts_dup__TIGR01163,,,,,2
GCF_014697215.1__TIGR01163__1__910,TIGR01163,NRRL30141,rpe_1,Ribulose-phosphate 3-epimerase,1075005,1075749,-1.0,scaffold_1,910,CDS,11.0,GCF_014697215.1__arts_core__TIGR01163,✔,✔,✖,,,,Energy metabolism,,✖,GCF_014697215.1__arts_dup__TIGR01163,,,,,2
GCF_014697215.1__TIGR01164__1__6808,TIGR01164,GCF_014697215.1,rplP,50S ribosomal protein L16,7125820,7126240,1.0,scaffold_1,6808,CDS,11.0,GCF_014697215.1__arts_core__TIGR01164,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01169__1__6758,TIGR01169,GCF_014697215.1,rplA,50S ribosomal protein L1,7062514,7063225,1.0,scaffold_1,6758,CDS,11.0,GCF_014697215.1__arts_core__TIGR01169,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01171__1__6804,TIGR01171,GCF_014697215.1,rplB,50S ribosomal protein L2,7123355,7124189,1.0,scaffold_1,6804,CDS,11.0,GCF_014697215.1__arts_core__TIGR01171,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01198__1__8403,TIGR01198,GCF_014697215.1,pgl_2,6-phosphogluconolactonase,8718230,8718995,-1.0,scaffold_1,8403,CDS,11.0,GCF_014697215.1__arts_core__TIGR01198,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01216__1__7452,TIGR01216,GCF_014697215.1,atpC,ATP synthase epsilon chain,7743159,7743525,1.0,scaffold_1,7452,CDS,11.0,GCF_014697215.1__arts_core__TIGR01216,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01228__1__7293,TIGR01228,GCF_014697215.1,hutU,Urocanate hydratase,7583155,7584808,1.0,scaffold_1,7293,CDS,11.0,GCF_014697215.1__arts_core__TIGR01228,✖,✖,✖,,,,Energy metabolism,,✖,,,,,,0
GCF_014697215.1__TIGR01235__1__7619,TIGR01235,GCF_014697215.1,pycA,Pyruvate carboxylase,7905547,7908925,1.0,scaffold_1,7619,CDS,11.0,GCF_014697215.1__arts_core__TIGR01235,✖,✖,✔,,,,Energy metabolism,,✖,,,,,,1
GCF_014697215.1__TIGR01245__1__4430,TIGR01245,GCF_014697215.1,trpD,Anthranilate phosphoribosyltransferase,4717924,4718971,1.0,scaffold_1,4430,CDS,11.0,GCF_014697215.1__arts_core__TIGR01245,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01280__1__5268,TIGR01280,GCF_014697215.1,xseB,Exodeoxyribonuclease 7 small subunit,5577575,5577830,1.0,scaffold_1,5268,CDS,11.0,GCF_014697215.1__arts_core__TIGR01280,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01308__1__6819,TIGR01308,GCF_014697215.1,rpmD,50S ribosomal protein L30,7130625,7130808,1.0,scaffold_1,6819,CDS,11.0,GCF_014697215.1__arts_core__TIGR01308,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01311__1__7160,TIGR01311,GCF_014697215.1,glpK_3,Glycerol kinase,7448727,7450233,-1.0,scaffold_1,7160,CDS,11.0,GCF_014697215.1__arts_core__TIGR01311,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01312__1__5285,TIGR01312,GCF_014697215.1,xylB_3,Xylulose kinase,5597092,5598484,1.0,scaffold_1,5285,CDS,11.0,GCF_014697215.1__arts_core__TIGR01312,✖,✔,✖,,,,Energy metabolism,,✖,,,,,,1
GCF_014697215.1__TIGR01344__1__6871,TIGR01344,GCF_014697215.1,aceB,Malate synthase A,7181327,7182920,1.0,scaffold_1,6871,CDS,11.0,GCF_014697215.1__arts_core__TIGR01344,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01356__1__7262,TIGR01356,GCF_014697215.1,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,7554827,7556096,-1.0,scaffold_1,7262,CDS,11.0,GCF_014697215.1__arts_core__TIGR01356,✖,✖,✖,,,,Amino acid biosynthesis,,✖,,,,,,0
GCF_014697215.1__TIGR01369__1__8313,TIGR01369,GCF_014697215.1,carB_4,Carbamoyl-phosphate synthase large chain,8616122,8619458,1.0,scaffold_1,8313,CDS,11.0,GCF_014697215.1__arts_core__TIGR01369,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01379__1__7601,TIGR01379,GCF_014697215.1,thiL,Thiamine-monophosphate kinase,7890057,7891047,1.0,scaffold_1,7601,CDS,11.0,GCF_014697215.1__arts_core__TIGR01379,✖,✔,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,,,,,,1
GCF_014697215.1__TIGR01389__1__8737,TIGR01389,GCF_014697215.1,recQ,ATP-dependent DNA helicase RecQ,9061738,9063592,-1.0,scaffold_1,8737,CDS,11.0,GCF_014697215.1__arts_core__TIGR01389,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01391__1__4666,TIGR01391,GCF_014697215.1,dnaG,DNA primase,4959380,4961273,-1.0,scaffold_1,4666,CDS,11.0,GCF_014697215.1__arts_core__TIGR01391,✖,✔,✖,,,,DNA metabolism,,✖,,,,,,1
GCF_014697215.1__TIGR01393__1__4734,TIGR01393,GCF_014697215.1,lepA,Elongation factor 4,5022593,5024444,-1.0,scaffold_1,4734,CDS,11.0,GCF_014697215.1__arts_core__TIGR01393,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01410__1__5198,TIGR01410,GCF_014697215.1,tatB_2,Sec-independent protein translocase protein TatB,5504015,5504423,1.0,scaffold_1,5198,CDS,11.0,GCF_014697215.1__arts_core__TIGR01410,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01412__1__8671,TIGR01412,GCF_014697215.1,efeN,putative deferrochelatase/peroxidase EfeN,9002141,9003374,-1.0,scaffold_1,8671,CDS,11.0,GCF_014697215.1__arts_core__TIGR01412,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01417__1__6209,TIGR01417,GCF_014697215.1,ptsI,Phosphoenolpyruvate-protein phosphotransferase,6540306,6541944,1.0,scaffold_1,6209,CDS,11.0,GCF_014697215.1__arts_core__TIGR01417,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01430__1__7015,TIGR01430,GCF_014697215.1,add_1,Adenosine deaminase,7314271,7315357,-1.0,scaffold_1,7015,CDS,11.0,GCF_014697215.1__arts_core__TIGR01430,✖,✔,✖,,,,Unclassified,,✖,,,,,,1
GCF_014697215.1__TIGR01430__1__7063,TIGR01430,GCF_014697215.1,add_2,Adenosine deaminase,7357806,7358895,1.0,scaffold_1,7063,CDS,11.0,GCF_014697215.1__arts_core__TIGR01430,✖,✔,✖,,,,Unclassified,,✖,,,,,,1
GCF_014697215.1__TIGR01448__1__3064,TIGR01448,GCF_014697215.1,recD2,ATP-dependent RecD-like DNA helicase,3246841,3249097,1.0,scaffold_1,3064,CDS,11.0,GCF_014697215.1__arts_core__TIGR01448,✖,✖,✖,,,,Unknown function,,✖,,,,,,0
GCF_014697215.1__TIGR01455__1__6853,TIGR01455,GCF_014697215.1,glmM,Phosphoglucosamine mutase,7163949,7165284,1.0,scaffold_1,6853,CDS,11.0,GCF_014697215.1__arts_core__TIGR01455,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01496__1__5209,TIGR01496,GCF_014697215.1,folP2,Inactive dihydropteroate synthase 2,5512699,5513569,-1.0,scaffold_1,5209,CDS,11.0,GCF_014697215.1__arts_core__TIGR01496,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01496__1__5783,TIGR01496,GCF_014697215.1,folP1,Dihydropteroate synthase,6098152,6099004,-1.0,scaffold_1,5783,CDS,11.0,GCF_014697215.1__arts_core__TIGR01496,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01498__1__5781,TIGR01498,GCF_014697215.1,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase,6097156,6097651,-1.0,scaffold_1,5781,CDS,11.0,GCF_014697215.1__arts_core__TIGR01498,✖,✖,✖,,,,,,✖,,,,,,0
GCF_014697215.1__TIGR01513__1__348,TIGR01513,NRRL30141,pncB2,Nicotinate phosphoribosyltransferase pncB2,501941,503258,1.0,scaffold_1,348,CDS,11.0,GCF_014697215.1__arts_core__TIGR01513,✔,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,GCF_014697215.1__arts_dup__TIGR01513,,,,,1
GCF_014697215.1__TIGR01513__1__5003,TIGR01513,NRRL30141,pncB1,Nicotinate phosphoribosyltransferase pncB1,5306624,5307929,1.0,scaffold_1,5003,CDS,11.0,GCF_014697215.1__arts_core__TIGR01513,✔,✖,✖,,,,"Biosynthesis of cofactors, prosthetic groups, and carriers",,✖,GCF_014697215.1__arts_dup__TIGR01513,,,,,1
GCF_014697215.1__TIGR01520__1__6429,TIGR01520,GCF_014697215.1,fba,Fructose-bisphosphate aldolase,6751348,6752383,1.0,scaffold_1,6429,CDS,11.0,GCF_014697215.1__arts_core__TIGR01520,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01534__1__2101,TIGR01534,NRRL30141,gap,Glyceraldehyde-3-phosphate dehydrogenase,2251098,2252106,1.0,scaffold_1,2101,CDS,11.0,GCF_014697215.1__arts_core__TIGR01534,✔,✔,✔,,,,,,✖,GCF_014697215.1__arts_dup__TIGR01534,,,,,3
GCF_014697215.1__TIGR01534__1__8394,TIGR01534,NRRL30141,gapA,Glyceraldehyde-3-phosphate dehydrogenase,8709743,8710754,1.0,scaffold_1,8394,CDS,11.0,GCF_014697215.1__arts_core__TIGR01534,✔,✔,✔,,,,,,✖,GCF_014697215.1__arts_dup__TIGR01534,,,,,3
GCF_014697215.1__TIGR01632__1__6757,TIGR01632,GCF_014697215.1,rplK,50S ribosomal protein L11,7061999,7062434,1.0,scaffold_1,6757,CDS,11.0,GCF_014697215.1__arts_core__TIGR01632,✖,✔,✖,,,,,,✖,,,,,,1
GCF_014697215.1__TIGR01695__1__1413,TIGR01695,GCF_014697215.1,mviN_1,putative peptidoglycan biosynthesis protein MviN,1591383,1593012,-1.0,scaffold_1,1413,CDS,11.0,GCF_014697215.1__arts_core__TIGR01695,✔,✔,✖,,,,,,✖,GCF_014697215.1__arts_dup__TIGR01695,,,,,2
